IDTransação,IDpessoal,DatadaTransação,Valor,Empresa,Categoria,Fraude
8bbbd024-8d90-4fd9-a27a-2a18228950b0,b3f89903-8791-403e-9eca-269f80f5f0c0,2024-01-28 11:29:21,959.64,Graham LLC,Viagens,0
5657e4ef-9627-4ba9-915a-50bb6d32f837,fc2abbf8-9b77-462c-9076-c6bb4df6c54d,2024-01-03 15:01:05,73.89,Potter Group,Viagens,0
da65828b-2ee0-474a-99ca-f903ce54bf2c,c1a21e65-3ed3-47c7-9af6-b6f21403af66,2024-03-10 20:18:33,455.41,Anderson-Dunn,Mercado,0
02846186-634c-49b5-9f8c-99a408c702b1,c2d1b494-638b-419b-901e-361419dc7e2e,2024-06-17 23:28:01,932.22,"Floyd, Allen and Erickson",Mercado,0
a336315f-8967-4da6-973f-fcad4cf5e64b,11fec2bc-38d3-46ba-bcc5-95f031436ef2,2024-05-23 12:15:45,362.8,Rodriguez-Jones,Mercado,0
2a635d80-d6f0-4e3b-89f5-b0bb1d39be72,b04e67db-32ad-4f85-9a9c-aab851ff903e,2024-01-22 15:28:51,13.68,Floyd-Aguilar,Mercado,0
60188af4-fa32-4b49-b106-f712213feb78,b3935d8c-1f44-4ff5-b67a-9604b5a0f0d8,2024-07-06 21:06:48,11.57,"Williamson, Gutierrez and Parker",Roupas,0
6ee336b3-e2fc-4f57-b634-f889d9445619,5c734985-f37a-4c9c-b24d-430c6fa257a6,2024-05-17 15:42:39,980.84,Franklin-Davis,Roupas,0
a573b6d4-cec5-4216-9910-d78addc31f25,9a60f5c8-f9c2-4392-bee3-8f7df02a78e0,2024-02-16 17:26:19,142.18,Martinez Ltd,Viagens,0
48d56877-2a8e-44db-b5bd-426e2431b0a7,f05b1091-238a-4f06-b9d8-5550eddb0dcf,2024-02-17 10:31:47,325.01,Williams Ltd,Roupas,0
0c19d9f8-52c3-406b-a90d-aa5d46a8a8c7,52729264-13ff-48ea-9c0d-de883c4b9225,2024-03-31 21:58:02,158.36,"Anderson, Berger and Parker",Mercado,0
8015d166-ae4d-4c88-ae2b-aa2cbe457c91,4afda77c-cd5f-4168-86c0-5259bdc54cb1,2024-03-08 14:36:51,634.09,Charles-Mccarthy,Eletronicos,0
d9034fd2-bec8-44b5-9d19-21c286248ea7,180b8aa1-452a-402c-84db-20921953967c,2024-01-26 07:17:39,139.04,Spencer PLC,Viagens,0
ff8483d7-9c65-4d78-a495-4e1be08b02c3,26a6f925-a8a7-4646-9d19-a98ec05256ce,2024-02-18 19:10:17,700.99,Thomas Inc,Mercado,0
6a340bef-93ae-4bb6-9955-74af46641e4f,90a25597-3c13-43fb-ab64-8210f4f4a81c,2024-02-28 22:59:12,139.02,"Adams, Simmons and Gonzalez",Entretenimento,0
2f084f06-1c60-447a-b5e7-d41f46e765af,afdc20bd-2dd3-441f-adcd-501ba6e7511d,2024-01-29 04:45:02,73.4,"Bowen, Houston and Anderson",Viagens,0
1028bdeb-c6a7-4dd5-a5c1-d5c03bcca4f4,02c59dd8-5c12-4277-9507-8cc9e794fcc5,2024-04-25 07:01:46,455.59,"Lee, Brown and Perez",Roupas,0
c4b489d3-e5b5-4271-b76e-494712308c82,e0d87b50-256a-46db-afc8-5119505423bb,2024-02-11 06:59:18,81.1,Morris-Morris,Roupas,0
e75d8182-257c-4158-a308-9a61d8dfe28f,ac51b3f4-b4c8-4e52-abce-3fedb915eb16,2024-04-06 00:22:41,657.48,Chung-Snyder,Padaria,0
224ccc19-33c8-4087-90cd-084a29539ae7,ba7b045b-c0dc-485d-b88a-97ba64e24b59,2024-01-26 02:15:08,591.81,Roberts PLC,Padaria,0
9e0fbb1c-ee25-4989-b6cc-22cd94e9fc13,6eaf1333-c789-433a-bd86-853fc9669283,2024-04-17 12:59:31,860.09,"Davila, Reyes and Schmidt",Entretenimento,0
fefb7f6c-47fc-446b-872c-d8350fa90386,fca7ec57-9f8b-48cc-900e-5e73455f0bbe,2024-03-26 21:27:46,285.68,Gonzales-Mills,Padaria,0
6ee0cb48-0b25-48e4-9990-2a9dd62b0d90,0aab7aee-116a-4990-9a59-a3797d451381,2024-01-16 11:13:28,447.13,Burnett-Clark,Padaria,0
0616c86d-e64b-427c-a11a-e77d1e09d95e,f9ae9d57-30ce-40ea-a152-d92191a335bf,2024-04-08 09:04:09,741.56,Brady Group,Eletronicos,0
9973035f-c47b-4ef4-b98f-dfd148dcc1e7,43cd8176-960c-43dd-aeec-943bd53a29a5,2024-02-14 13:50:26,957.25,Long-Jones,Mercado,0
6859e20e-f253-49df-a22f-2b754e27e6dc,86b51185-af48-4370-813c-7f4e14d893d6,2024-02-12 03:25:01,902.47,Cooper Group,Padaria,0
3183cbdf-7a5c-452a-ac6c-fed4583e442d,8e0b504c-ee40-4197-af03-47ad3e29b9fe,2024-02-08 05:01:33,642.34,Miller-Cole,Mercado,0
d82b4417-ccbb-438f-9eb2-2d773b21343c,8686bdd9-2311-4da9-b5b6-5482abb505dc,2024-01-06 02:49:32,442.41,"Smith, Martinez and Davis",Roupas,0
0d12a472-5d75-45bf-b3cf-d4322be856c5,9ab2f2fa-a890-44e5-bc94-dc4a341f13ae,2024-04-23 08:59:07,964.41,"Thomas, Duke and Williams",Padaria,0
0f08335d-a1ee-481c-a760-5aacc20ba81c,595063be-b268-40e6-b0bb-2f97a81e54eb,2024-03-08 22:49:22,65.19,"Patterson, Johnson and Kelly",Viagens,0
dc2c8e11-2010-42ce-89ab-34f2d09f863f,72eb241d-bba5-4cbe-b7d2-7ace2da62b7b,2024-02-27 05:10:08,874.52,"Johnson, Johnson and Hill",Mercado,0
976a0347-b16d-4b80-8d9f-6248b448d2f1,26093b46-e259-4553-98af-962114e0fe84,2024-04-03 20:32:26,527.35,"Tucker, Myers and Cook",Eletronicos,0
e99784c3-66ce-4fde-b83c-29f6c20d4d3f,ef084409-9e07-4754-8771-97245d119750,2024-03-01 00:19:21,956.66,Mckay PLC,Entretenimento,0
020b7923-e7ff-4a28-a3e0-39ba140b6d07,85f6ccd0-a62c-41a6-b420-e2e5dd88f2f5,2024-04-06 22:59:25,119.31,Travis PLC,Viagens,0
de495013-7de8-404f-be63-e7d3652b8b0b,75ee9899-2521-4802-a9fe-2d764cf32171,2024-01-03 20:34:51,768.11,"Kemp, Payne and Wright",Mercado,0
07d06501-20d8-4b47-a643-7b8b2916a10b,2db78a3b-10a1-4b00-bc86-e29d53151b2b,2024-02-22 16:40:23,934.91,Lopez Ltd,Viagens,0
2b2be9bc-bb80-42be-ad86-a952a3b01406,53bd7fb7-a631-45ef-a69f-975959e43b87,2024-01-08 00:04:57,143.69,Moore PLC,Mercado,0
a7e8ec93-e45e-4513-8b26-ee94c87acd62,480ab405-6015-49fa-8ebc-410a3989f967,2024-06-06 20:17:46,193.97,Robles-Ward,Viagens,0
5710320b-8568-45f8-a6c4-8826f9533cb2,306985b8-9855-4dce-9f07-961219093fda,2024-05-24 08:09:21,432.28,"Colon, Cruz and Clark",Padaria,0
01ba17b1-0689-4b69-b4dd-98fe5579d403,8e384011-2ae7-402e-84d1-aeef1860d624,2024-06-02 13:26:31,322.94,"Diaz, Sims and Welch",Viagens,0
9e361b60-ac89-4580-9ccb-b4ab7e216577,98abc6b3-b05d-43e5-8bff-85a9af86cbc9,2024-04-12 12:18:01,612.64,Wheeler-Perez,Eletronicos,0
2cec6dca-e3bf-4045-be52-5f02dcb74f34,0cba5b85-fbc5-423c-b7e0-801a87560916,2024-01-09 13:20:51,693.94,"Vargas, Beck and Andrews",Entretenimento,0
64300f7b-8749-4571-ae2e-dffe0e66edce,37d086ec-e596-4770-a2df-137cac432bc6,2024-07-04 06:54:18,600.22,"Lee, Perry and Mata",Entretenimento,0
a81f5097-98a8-4b61-a2a5-ff901d414f14,3f7069ef-ea49-4f8b-adaa-ad2d208f3a12,2024-06-19 17:31:33,923.7,"Patterson, Hill and Smith",Roupas,0
8b2247fa-281b-4728-97b1-d217b954a0a3,5a8a0ec4-423c-4410-a0f4-11417e705484,2024-03-09 07:49:48,715.48,Kirk Inc,Eletronicos,0
2365236c-313e-476e-b273-9300a903a9a1,f7304269-96b4-47f2-a7f7-05ca9733c926,2024-05-01 21:30:53,157.03,Humphrey-Nguyen,Mercado,0
68c8ed60-b2a9-4352-8a3b-83f0b0f67cb8,8a3b6234-e80f-4dbc-ba86-1a718ab17e65,2024-03-15 14:12:13,924.07,"Lang, Greer and Lee",Viagens,0
c3d86404-f33f-4188-8885-b065498b729c,adc7ba06-b369-49d1-93a6-9a5e2e6db66c,2024-06-18 05:51:06,171.15,Garza-Thornton,Viagens,0
d746e806-9efb-44d1-ac5c-78236d2e5aef,f177a05c-6f7a-429a-ac2e-a579a3b35e8e,2024-03-15 14:21:56,165.2,"Barker, Reese and Harris",Entretenimento,0
5cfa6369-63b9-4b4d-bf22-61907b850611,0bd4879a-4cd4-4f0c-ad0d-d0fcc1009983,2024-06-25 11:01:14,492.71,Rodriguez Inc,Padaria,0
1f5a8adc-ef39-451d-be83-23e90a09c51f,d7a2c2fc-5d4e-4ad7-bc48-dde514cdcf25,2024-05-08 04:29:38,397.76,"Smith, Eaton and Strong",Mercado,0
11e2a44b-877c-45b0-a482-c9961f39778e,d094b340-3a5e-409c-8bb6-1d7f83ce926c,2024-05-28 18:54:35,910.46,"Long, Middleton and Peck",Mercado,0
542ba12f-b11b-4650-8565-0dfb90609880,c5f2f129-ba10-441e-aa11-175dda5ef791,2024-06-18 18:59:00,412.54,Sanders-Myers,Mercado,0
98ed54cc-b22a-4f65-919f-f1eabbf610d2,8ec0f57a-a62f-468f-9bc8-23dc76c3e5c8,2024-03-23 20:45:06,330.66,Morse PLC,Mercado,0
0d6ee556-251f-46d1-b5ba-60eec7f901a9,a73483f6-69e5-4941-a789-8de14624b886,2024-03-02 09:02:11,956.31,"Brown, Drake and Maldonado",Eletronicos,0
b0b86048-cbc4-405c-9d73-4332ccb7b6b6,080e5ec8-1de0-4877-afb5-53844b1c065d,2024-07-01 18:38:59,589.99,Mcdowell Ltd,Mercado,0
a29ffc02-19fe-43f6-b6d6-235a8a3a162c,c69a351e-9f4b-458d-ad79-45a0f723810c,2024-03-19 15:34:19,860.74,"Dunn, Hopkins and Bryant",Viagens,0
2fed9a7d-f682-4be9-919a-0785ff88f34c,29de9688-98f6-408d-953d-cc0516b33555,2024-03-08 08:00:54,805.02,Gonzales-Miller,Entretenimento,0
1cef7332-c058-4496-9c0d-ca3f3922c926,df407c79-0da9-4324-8f33-a75f5a6f586d,2024-03-01 05:41:21,124.36,French Inc,Mercado,0
5773c384-f3c5-4369-8cd7-1ea72f54d7ee,fa006da4-0ab1-42f8-a2ae-98d030c2b773,2024-05-12 23:37:28,651.73,Horn Inc,Mercado,0
e63b4a0d-3933-423b-881c-209144667add,9cd89ec5-2c4f-4312-ad75-88e28b4921b9,2024-03-01 14:05:39,992.9,Jarvis-Clay,Eletronicos,0
d91109f4-833d-4bb4-946c-fcb43ada771a,206a7c1f-d639-43ac-b1cf-114e2e4f54de,2024-02-24 06:21:13,774.31,Tran-Hamilton,Mercado,0
c1e8e887-ad65-46aa-8648-797dc561dac6,ef60c6ba-053e-4eed-abec-3ee82a82028b,2024-05-05 07:50:53,425.19,Floyd-Carter,Padaria,0
be44e4ff-cb93-4427-9899-a2b88566d395,37fe4ba4-4fcd-442e-afc5-5d9fe85fe1fb,2024-05-23 13:11:50,883.04,Odonnell LLC,Roupas,0
77a16c79-df1b-4fdf-ac0d-22518375e2f1,b5b7a639-2f1e-4a99-bfb9-e70d25a18051,2024-03-27 02:39:31,88.39,"Valdez, Garrett and Ray",Viagens,0
353b7b80-daa5-4681-90aa-286446ff3cd4,b3350fe4-4eb7-42cf-a680-c2c976e64fa1,2024-03-11 04:44:16,453.68,Porter-Davis,Padaria,0
156d523a-f505-4887-9bd5-73837d3966be,987240f3-9623-4bdf-a962-9da481461e8c,2024-06-15 01:49:30,449.55,Johnson Group,Entretenimento,0
aa2c12c0-2c0e-4be5-955a-fb134137927d,1c2f133a-ed10-4061-9a60-e86c761634e1,2024-01-25 12:20:14,275.89,Estes PLC,Roupas,1
66e0ed4c-15d6-493d-8ffe-7f6fb7e3b314,4ae51d4b-f2ec-478b-a6c4-e49281eb90b1,2024-02-03 05:59:39,275.33,Livingston and Sons,Mercado,0
7ff05509-51e0-4542-bd9c-9df008a4caad,0e73d133-d7cb-441a-a1e0-0a56ec80945e,2024-05-25 17:17:50,351.06,Hamilton and Sons,Viagens,0
84da34f7-1b65-4a74-95d4-0ae1f7476dd5,c0496e09-06c1-441e-a4f8-2f8d96b5f37f,2024-03-22 07:51:56,167.05,Hardy-Hester,Roupas,0
04cf7e66-dea7-438f-85bc-d1515b0f7b9f,7b0190a7-ef29-45d6-be07-e5c008bb79a8,2024-06-29 16:15:25,229.31,"Harris, Short and Davis",Padaria,0
4ec74853-0691-4314-9669-c34260e8bfd7,7ba5d1fc-0f1e-4195-9623-04d4876d7f5d,2024-03-24 20:12:46,146.52,"Blankenship, Chambers and Martinez",Eletronicos,0
109d4620-169b-4b35-b376-70d8ee47042a,1e7c4d99-6dc7-4198-98b4-67638525843c,2024-06-08 14:59:02,517.95,Hickman and Sons,Roupas,0
07e2998e-3adf-4cbf-9467-8466e24c6301,5debd23e-4f1f-4671-a469-b007601409fc,2024-02-22 18:04:22,19.44,"Ortiz, Stafford and Ryan",Viagens,0
4bc773d8-bfb7-4a29-ae76-095f4c9ed322,6d618291-575e-4530-882a-ae8c0a114fb4,2024-06-10 00:55:27,658.9,"Frazier, Winters and Ochoa",Mercado,0
76f83051-740a-4f64-a42f-919a4b4a7688,65b428e7-3eb5-4dc5-815d-8e4c08acb3d3,2024-04-22 08:10:28,534.35,Thomas Ltd,Padaria,0
04eebee6-4fcb-4b4c-9e36-15a10a8ec0df,e82b2be7-f99b-4e60-93c0-930f86ef894f,2024-04-19 18:04:34,408.68,Howell LLC,Eletronicos,0
5a1475b8-4a36-4d23-86e5-1a75aacf11df,45ca3995-3f89-4598-8f4e-f749cc8e5098,2024-02-11 07:18:25,755.28,Hart-Vaughn,Entretenimento,0
a6b0462e-43fb-48b2-8342-9360827c7787,190f8be4-2fc7-4e76-8bf5-6ee2f6b4548e,2024-01-10 09:25:30,457.03,Taylor LLC,Entretenimento,0
91019c3c-70d1-4dc6-be0b-98df5e9b4b89,a16224a6-f86a-4750-a2ed-e40f9a13f2fa,2024-01-12 07:45:14,257.37,Jones Group,Padaria,0
12267e7e-74a4-45d8-8794-9502abb7ba82,5f9d65cd-4793-433b-9db7-629ad4fa0e10,2024-02-04 16:27:34,375.95,Cooke and Sons,Mercado,0
054ac5fa-83ff-4bad-9758-327b3a65eaa7,b177517e-3f1f-4637-b841-5e685fbc80e6,2024-06-22 19:17:45,575.92,Fox Ltd,Roupas,0
247cf5a6-fa55-4e52-a8d9-951f44b7e9e9,93f3ba9e-816f-4d77-9efe-f1ccac527de8,2024-03-26 15:39:35,950.88,Andrade-Thomas,Viagens,0
e3f0c897-991d-40f1-88dc-88dbc81d7002,cdb1f78a-3b6c-45ed-8650-aa8f516a6c69,2024-05-08 10:01:26,516.37,Fleming-Scott,Entretenimento,0
c4ef5676-3240-48fd-b2f6-13378b1fc6c4,837e8c05-3d07-4280-88f0-ae8a99517322,2024-06-21 16:58:08,996.05,"Duffy, Cook and Blankenship",Roupas,0
89f3376c-b38b-4cfe-8542-fef54c7c7536,d342bead-b0d1-4a08-b6de-d1c151c757a6,2024-01-14 18:03:32,986.21,White Inc,Eletronicos,0
64f73e1e-3679-4ebf-a643-cd0e17852cbb,4eacfe38-ca60-459d-9aa0-6c9bfec333cc,2024-01-23 01:55:29,608.44,"Fuller, Kerr and Moore",Mercado,0
818e4e8f-9d10-43db-a01e-8180c24dfc34,44b1bd07-8134-4674-966f-fea5cff383cd,2024-03-01 06:36:05,267.01,Horn-Robinson,Roupas,0
714cd803-e212-4b16-bf35-5b3ba6dc93d8,ac98d97a-f62b-4b40-bae1-3be2170db2c3,2024-04-15 22:55:50,247.68,Villa-Kelly,Mercado,0
75ebda89-abea-4c35-936d-b6197e629117,9f289e31-be0f-4713-94a5-98ff74fd6d00,2024-05-11 02:31:00,415.16,Thomas-Douglas,Entretenimento,0
18bca1a0-d43f-459d-ada1-d4b17ebe19da,90125d53-3aee-4bf9-a5c1-7481397c4490,2024-06-28 06:26:22,560.15,"Roth, Edwards and Johnson",Roupas,0
b337a642-7f1b-4d3c-b54c-aa63cb727b25,84c08233-5a1f-4ee7-a9a7-61316dfcd5c5,2024-02-01 03:02:52,610.45,"Baker, Robbins and Bailey",Eletronicos,0
a593a146-1846-4478-bfd7-d488d583a31e,b6ed9abb-6231-41e2-99a5-a2e3e73395f6,2024-04-09 03:10:28,430.75,Vega-Ryan,Mercado,0
0ec49329-b82e-4957-87eb-190c1463b2cb,c285531a-a396-4812-a432-f8fe382574df,2024-04-07 22:32:53,557.96,Chapman-Villarreal,Padaria,0
f1db22d3-2946-43bc-b1f4-0fe1240040dd,32a87998-4d47-48d0-8b9e-81969c2ac3e1,2024-06-03 15:39:17,445.72,King Group,Padaria,0
dcbddbed-dff6-4f45-8639-d50d3e4d606b,11520223-4b73-4c6f-a090-8fa96ed70455,2024-01-21 08:54:31,221.6,Marshall Ltd,Roupas,0
4cea3fd0-723a-43ba-b0fd-44bbf803b909,3ad0c767-02c2-4c50-a4d7-263fdbfac9f6,2024-06-10 10:42:32,961.12,"Martin, Daugherty and Murray",Viagens,0
0f10cf0f-4fbe-4fe4-b5b5-4b20211d8d76,909b4fec-144b-4360-ae32-b05773b1a48f,2024-06-15 16:05:38,377.75,King-Stephens,Mercado,0
b725669e-84e7-45d3-8663-ac6df681445a,8273998c-b786-4afd-b9e5-999a020119db,2024-06-19 15:06:11,898.02,Davis and Sons,Eletronicos,0
788e798a-a5ff-4f25-b04e-5a0bd92ea1be,08649776-ffcf-4a53-b74c-2436dba36803,2024-02-01 05:17:54,881.62,Rodriguez PLC,Roupas,1
16b55dbc-c030-4163-baef-81775d9f7076,6588051b-ffee-4199-ab22-0b78b586dca1,2024-04-19 00:41:06,18.12,"Salazar, Miller and Bates",Mercado,0
9248b22b-e114-497a-b872-d9547217a55c,a3165171-fcb9-47c0-944f-dc95fce37992,2024-02-15 00:57:17,558.63,Clark-Holt,Eletronicos,0
8d9e4e54-106c-466e-92b9-aafe2fb38f66,b9f8c8fe-3fe1-4796-809c-d9d85152760b,2024-06-06 15:12:04,179.98,Powell LLC,Eletronicos,0
88ac1203-5fc1-4d68-be13-cc4319e02acc,ac64fe43-0f76-402b-b406-b6f959bdecfa,2024-01-22 16:09:04,947.7,"Allen, Dunlap and Garrison",Eletronicos,0
6b6104d4-1f59-423b-bcb1-dd2da11abb11,b12579a1-7355-4915-9f24-bbd023619b82,2024-05-08 10:09:23,550.44,"Johnson, Alexander and Vargas",Roupas,0
f44684e2-3f39-4851-b16b-ff416b50a2c3,57ef510d-759a-493a-9ff2-d443e3af8049,2024-04-10 10:24:22,332.25,Smith PLC,Eletronicos,0
b28f8f19-82ef-4183-a40c-ca55821390ab,3ddc41b5-26bf-4c49-a0a3-a570956647a9,2024-05-03 10:04:43,156.92,"Walker, Hayes and Brewer",Roupas,0
776d4bb1-28f8-4ad0-97c0-903c0a2f6192,3a677bf0-ab11-41f8-9117-b7988b6bde70,2024-03-14 03:48:42,19.15,Watkins Ltd,Mercado,1
541479b7-c45f-4ffd-89c1-938ea33d3b8f,eddff0a4-571f-4bd8-ac69-777c67a72c80,2024-02-22 23:25:53,882.86,"Lara, Barrett and Berger",Padaria,0
9edfe732-ced1-4847-96c9-0f2f340acb2b,dc0917a1-cf52-420e-a65a-6ff4b3d8c965,2024-02-23 11:27:51,589.63,"Allen, Grant and Tucker",Viagens,0
6a9b4ab3-682b-4ee1-88ff-773e24f57977,0c1824dc-77b6-487b-927d-c0ac0268a15b,2024-02-27 18:24:59,316.34,Smith-Young,Eletronicos,0
b5ec91b1-098d-4364-b7ae-59e61f4a59bc,b4858dc2-0d5b-4348-b4a0-be41349f9e58,2024-05-21 06:51:04,34.24,Simpson Inc,Padaria,0
95b6cdc3-8445-4eb3-a776-fbf9da6658e4,34106007-62a6-4821-91c1-b7d8c53fec91,2024-01-26 02:55:40,21.95,"Lang, Ochoa and Moore",Eletronicos,0
2b05c1d4-385f-4495-9312-86dcd4374c3e,dac4da27-58fb-41e5-a5ca-2038e915b67e,2024-01-10 18:54:47,382.44,Finley-Spence,Viagens,0
42202819-fe8b-4337-a429-50e4f7927306,6dfcdb9a-89e3-4918-bce3-d4d647669c2f,2024-07-04 03:41:03,421.52,Haas-Reyes,Padaria,0
471f9ae3-908f-4fda-9885-db7671cec5d2,1b46b7d7-8239-42ec-9119-21e36ae53aff,2024-02-06 23:50:25,830.09,Franco-Cross,Entretenimento,0
86713ee9-7672-4f5a-8ffa-be55a5189c16,e7d0cc6c-945b-4285-b6ed-7270f9345277,2024-03-28 19:44:16,270.01,"Mccall, Johnson and Wright",Mercado,0
d01bbc7c-14d2-4e7a-8a87-3f2b64244bb3,25b1f974-21ec-4475-b454-384021c08c72,2024-02-26 23:46:39,864.91,Higgins LLC,Entretenimento,0
5e79d46b-a034-4a90-8c2e-5dc0caba8f2e,7796b481-9ee6-41c6-bc56-81610677abf9,2024-07-04 20:41:54,726.34,"Taylor, Cherry and Weber",Eletronicos,0
493c4bd5-4dd2-4abc-8221-93862d3cab64,d8cdaa64-97f4-4fb3-97b7-87188d85f9db,2024-02-16 17:08:55,720.05,Sosa-Nguyen,Mercado,0
ac745ee7-0c0a-441c-8b37-2102937890f0,d99dd984-1d28-439f-b204-76c66cd672eb,2024-06-18 02:04:24,848.1,Skinner PLC,Padaria,0
43e4b08d-8768-4852-97f3-ffee17a9d6be,914adadb-70a0-4435-bf69-8935df196e6d,2024-04-22 16:45:32,265.92,White-English,Padaria,0
2e2ac278-a192-4795-a449-aac612ee329e,5d8b727e-d133-44f1-9cac-1781cfccb9a1,2024-01-31 04:58:51,685.9,Kennedy-Bailey,Eletronicos,0
85d80e3b-5cb9-4b91-a9aa-7fd7d8e98cf1,07392728-e57e-469c-97db-03d7c8ed0bad,2024-04-24 10:31:10,394.65,Ross-Zamora,Viagens,0
b82c3ec8-130f-471f-b8ad-bf05b1a42dd4,dde14ff9-b0d6-46f6-b3c7-4105c7eeab5d,2024-02-24 03:08:44,627.16,Johnson LLC,Padaria,0
4135abff-f080-46b4-9f59-a11153e19008,890c4082-d422-489d-8348-354063b02e01,2024-05-19 17:06:58,362.41,Thomas-Griffith,Viagens,0
2a0c83ab-8f22-44b8-83c4-4f624d72bae9,b6d10a08-50ba-425e-a1ef-d97034d62edf,2024-03-14 19:50:59,161.43,"Chase, Phillips and Hill",Eletronicos,0
fa012dde-4cc9-4191-bc8a-bfb2cdf75d8c,d9121f7b-2734-4eb6-949d-f29c1fa93171,2024-03-28 22:31:47,459.63,Wallace-Robinson,Padaria,1
b4ab20cf-084e-47d8-9657-cf31b602f816,6d85b3e1-9918-48a0-968c-0f63a7692bf6,2024-05-14 03:01:01,397.18,James LLC,Padaria,0
a70c7423-c013-4987-aeb7-c87e946731f4,ff89e043-1bcd-47a4-9fff-462209a66f9d,2024-05-22 10:24:30,431.85,Strickland-Sawyer,Viagens,0
6cd8d4c5-faf8-4bf9-9285-ec8202b48b50,c7e10eb3-4a4f-43fe-b006-a917def75ee3,2024-05-21 22:28:39,289.33,Brewer-Green,Eletronicos,0
f5d652cc-2f0f-440c-8131-f97e5b7966d8,52183bea-2605-4933-9573-1ff743c3e818,2024-04-16 20:19:00,40.47,Harris-Castaneda,Padaria,0
84e27856-64ce-40a3-9f91-f14d76e5a0c7,65e86751-c965-4bf1-bb19-069a25d5c4da,2024-04-17 23:31:02,112.8,Cobb Ltd,Roupas,0
86426588-7e8b-469a-b341-6831742c98d9,91e252bc-0813-412e-922e-3f73ac4e0124,2024-01-06 16:32:24,710.8,Clark Inc,Viagens,0
89c54290-9a2c-4557-991c-69f5d360bdbd,255a7e4e-a4f9-48f1-bf44-4a1bec7be605,2024-07-01 15:10:35,258.92,Elliott LLC,Entretenimento,0
61edbb0b-2521-46ef-b9f4-d447b44326b2,c2b64b3e-341e-4a52-b2eb-0229d5135245,2024-03-29 03:26:17,367.65,Stevens-Schultz,Roupas,0
93216abc-bb3a-43d0-a144-5dfed580266e,6eeda825-4edb-4d3a-8057-5373c53ccb4c,2024-02-13 00:39:45,334.29,Norton and Sons,Padaria,0
07172366-1c64-4ef8-ade3-815be3a37094,63597da4-0230-4a56-a6ec-cfd6074195d8,2024-04-03 03:36:22,739.29,Shepherd LLC,Entretenimento,0
59af3ac8-8673-42b7-8cd5-4a48ee8bb954,751df710-57a7-444a-b5ee-ac714a1612c8,2024-01-02 12:52:20,527.93,Harris LLC,Padaria,0
5fa92d45-9837-4281-869f-80b28516f9e4,e25e3643-2474-4227-8b9c-7773f2951557,2024-06-13 05:43:38,594.48,"Wood, Crane and Martin",Mercado,0
ca4f2d2b-0007-45de-84e1-b3695aca55a3,1d2c48fc-58ab-48fc-a941-45930e6a29a9,2024-04-13 18:20:36,135.91,"Santana, Mcconnell and Diaz",Entretenimento,0
fbdfa3ed-54d6-4d56-a010-edce59d6e48c,72bc4c84-59e0-4992-b338-2996364fa1b9,2024-01-15 23:24:09,908.54,Davidson-Peterson,Roupas,0
595060cd-1da4-4515-b499-cc1c7389d078,351ddbc5-56d3-44d8-954e-68b8b521059d,2024-02-17 22:47:24,417.3,Frost-George,Entretenimento,0
bb3c1cb5-f613-4d5b-838f-efc2784dd173,ff24eb54-3723-4c59-8ac9-88512610a558,2024-04-19 15:11:51,973.96,Nelson-Olsen,Padaria,0
14a4fd3b-aa35-4f4c-bfc6-5e8000bd47ec,081e268f-b665-4343-89f7-f0ed5c4544e7,2024-07-06 06:03:35,773.87,Thompson-Chandler,Eletronicos,0
66ca70a9-9b05-4178-8108-edbbd05af1a4,a34f83f4-397d-42be-844e-55f3a679a435,2024-06-29 18:11:51,326.33,Edwards-Robinson,Mercado,0
736a5478-3086-4e91-b0a6-797a9bfcf2d9,3d021f8b-dc82-4bec-8e96-f9ac8a58dbfb,2024-04-13 04:29:51,570.78,"Allen, Robinson and Harris",Mercado,0
87385301-e078-4ef0-a1c4-5937d5e856bc,31ff4771-82f1-40af-8082-d5ac4ea99154,2024-01-11 16:47:07,193.08,King-Jacobs,Roupas,0
41f8ce2d-da8c-4641-96a2-e0442f8d8937,a40d7b7f-eae0-4635-8ae5-88435588ccf3,2024-01-04 10:07:59,896.85,"Stone, Padilla and Miller",Padaria,0
d2c3e46f-1560-4f9e-a5e8-7f700efd7803,88aa3c77-ff87-41f7-8c81-f0b974a4a4a1,2024-06-28 00:03:39,631.28,"James, Perez and Arias",Viagens,0
421de190-1a4e-42f6-8379-9ada6254b973,0af86224-f279-4fac-b93a-f8c439aa25b0,2024-04-26 09:29:00,32.92,Henry LLC,Viagens,0
491d8207-6e34-4612-bb9d-6f45569eadcd,27aeb831-b330-4eba-9a9f-56713b42a9c7,2024-03-28 14:40:29,135.28,Ellis-Mahoney,Mercado,0
1bd9b815-054d-4b03-ae13-db0fece3d618,d2998942-15d0-4c54-938b-6f88a96ddd18,2024-03-21 01:01:43,497.75,Farley PLC,Entretenimento,0
5ed5780c-bb83-4a0f-bc63-11f3377c53bb,c35ae181-8f94-42ea-b264-c7e6a4d96519,2024-04-06 17:39:18,992.1,Harrell Group,Entretenimento,0
79b4f65b-d5fd-4585-a7fc-da6655060993,12a3f6b6-31c8-4838-ad68-56f20d3bbad9,2024-06-09 12:10:11,289.18,Hunt LLC,Entretenimento,0
